customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
8741-UXU,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),127.19,900.96,1,Yes
8288-RSD,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,85.88,169.0,0,No
4450-DDI,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),117.4,942.95,3,No
4719-BWF,Male,0,No,Yes,7,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),56.53,401.14,2,No
1109-UVI,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,93.56,282.8,1,Yes
9890-YZA,Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.78,1125.45,1,Yes
9299-EIV,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,126.5,1135.0,2,No
8732-XXV,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,125.65,8154.06,1,No
3026-AOX,Male,1,Yes,Yes,13,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,86.93,1120.68,1,No
9638-RQG,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.22,2552.0,1,No
4529-ABQ,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.56,962.63,1,Yes
9981-CQL,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,107.42,4834.29,2,No
2687-LTJ,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),94.05,1511.01,5,No
5350-VFG,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.75,38.99,0,No
5208-LQR,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),115.16,1943.54,2,No
6290-BUA,Male,0,No,Yes,7,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.19,589.25,2,Yes
8247-VCT,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,84.76,836.59,2,No
7304-UTH,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.9,2820.56,2,No
7681-AZE,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.67,1783.1,2,Yes
1094-AKU,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,96.75,5325.21,3,No
3692-BMR,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.7,6606.73,3,No
2497-YLN,Male,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,104.56,3135.23,1,No
7714-XJT,Female,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.69,4727.6,3,No
9003-LKD,Male,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.48,281.45,1,Yes
9106-IJF,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,75.76,226.8,2,No
4086-JVU,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,89.26,983.27,2,No
6408-UVX,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.87,687.23,2,No
6363-UDW,Female,1,Yes,Yes,28,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.88,2101.05,0,No
6717-NTV,Male,1,Yes,No,46,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),84.38,3884.22,3,No
3291-HKO,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,87.91,786.09,1,No
2041-VXQ,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,107.98,1500.95,3,No
4621-YOM,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.81,114.29,1,Yes
9972-ARE,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),47.17,653.47,2,No
8973-AGD,Female,1,No,No,7,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.76,585.92,2,Yes
3984-OFY,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.1,520.78,1,No
6043-RVD,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.54,321.62,4,Yes
5397-CAK,Male,0,Yes,Yes,42,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,107.1,4493.95,1,No
9448-LYI,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.31,70.39,0,Yes
8172-ORI,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,95.2,1037.38,1,Yes
3732-MXM,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.28,7791.25,4,No
8849-VGV,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.54,1110.25,1,No
5862-ETG,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,83.85,3108.73,1,No
1201-ZYU,Male,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,52.48,2611.24,3,No
7299-MOF,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),95.92,1157.82,2,Yes
6171-LSK,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),107.54,217.6,6,Yes
9421-ABW,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.58,1016.39,1,No
5366-DEO,Female,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),93.91,2535.4,0,No
2552-BTX,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.1,602.91,1,Yes
1115-CSE,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,117.98,1780.43,1,Yes
9551-ELN,Female,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.55,3279.84,2,No
6831-LOS,Female,1,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.6,99.77,1,Yes
8550-NGH,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),117.98,1285.11,4,No
8366-RXF,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.66,1865.58,2,Yes
6817-SDW,Male,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),119.49,1076.2,0,Yes
1373-SOZ,Female,1,No,Yes,15,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.7,1479.96,4,Yes
8557-ZLS,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,109.07,1410.96,2,No
2573-KTT,Female,1,Yes,No,65,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.34,6377.74,0,No
2545-ZPR,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.79,1674.9,4,Yes
5374-UHG,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),89.54,1522.72,4,No
5055-YQJ,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,104.1,822.12,2,Yes
5124-CUY,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.79,167.95,1,Yes
1583-NZG,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,119.61,1090.76,3,Yes
9847-RKF,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,77.51,73.71,2,No
8699-UNU,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,40.21,1770.74,2,No
3220-DTT,Female,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.5,105.26,0,No
5928-LRG,Male,0,Yes,No,61,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.97,5168.71,4,No
7443-AVD,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,118.84,6544.34,6,No
8342-CGF,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,106.52,2985.19,1,Yes
5558-OFH,Male,1,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.42,2424.61,1,No
3151-VAZ,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,89.4,4743.71,0,No
3614-XUM,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,105.44,3996.26,0,No
7698-DGL,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,97.68,1754.76,3,Yes
8116-VLP,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,83.38,6002.4,2,No
2925-NSP,Male,0,No,Yes,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),63.42,2734.92,5,No
9676-IXC,Female,0,Yes,Yes,4,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,79.01,320.09,1,No
9437-JQS,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.28,1500.0,1,No
7121-LWG,Female,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.09,1518.77,2,No
9721-SOG,Male,0,Yes,Yes,19,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,87.33,1667.41,2,No
8147-VGJ,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,108.16,1299.17,6,Yes
9951-VTJ,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),116.88,2235.3,2,Yes
1598-ERI,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,96.61,275.62,3,Yes
3909-PGY,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,84.69,2294.55,1,No
9922-YJE,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.37,1562.13,1,Yes
5228-OSJ,Female,0,No,No,39,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,97.93,3830.22,4,Yes
1391-XIK,Female,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.5,548.25,0,No
4837-VBC,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,104.13,304.67,0,Yes
8116-KJO,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,118.78,1307.26,2,No
5951-KHV,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),97.98,3329.89,2,No
5610-NBP,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,116.78,1278.98,0,No
2317-ANJ,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),52.86,1104.76,6,Yes
3693-IGY,Female,1,Yes,No,72,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,69.63,5006.5,1,No
7881-KNE,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,123.73,368.63,3,Yes
5392-GYN,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,118.19,713.66,3,Yes
8802-PVP,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),121.22,2059.31,4,Yes
4134-GJU,Female,1,No,No,34,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.02,3195.05,2,No
4824-ABN,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),126.32,1402.33,1,No
8843-IWF,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.33,437.98,2,Yes
3014-QUK,Female,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,89.19,890.71,1,No
5692-IPC,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),84.84,2197.85,3,Yes
6303-CMS,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.94,2107.34,0,No
2532-YUZ,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,95.17,6864.11,3,No
2440-WWF,Female,0,No,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.98,682.48,1,No
6599-VCC,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),135.04,2303.52,0,No
2615-JYQ,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),112.14,1011.84,2,Yes
3598-MKJ,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,131.63,8679.15,2,No
8590-XFX,Male,1,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.59,2405.21,1,Yes
2976-LDC,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,96.96,2921.13,2,Yes
5473-PMI,Female,0,Yes,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.33,1251.81,1,No
9345-KTY,Male,0,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.51,158.87,1,Yes
8198-UMW,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.53,744.63,2,No
5418-LSH,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.78,1737.09,5,No
1429-VIY,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,116.66,1525.9,0,No
3423-QFD,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.86,1069.94,1,No
1419-SLY,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.7,78.41,2,No
4393-QOJ,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),107.17,7390.88,2,No
8394-TDV,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.19,3455.5,2,No
2632-ARD,Female,1,Yes,No,13,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.86,1152.39,1,No
8477-OYW,Female,0,Yes,No,18,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),67.38,1199.46,2,No
9692-VJY,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.18,544.23,3,Yes
7714-YVL,Female,1,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,85.41,508.85,1,No
4251-LPE,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,108.68,2607.64,1,No
9144-WOM,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.3,943.12,1,No
4348-BHJ,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,85.81,930.6,1,No
6830-JYD,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,87.56,1037.3,1,No
3090-IDC,Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),107.58,1947.35,0,Yes
6182-KCZ,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,77.52,5511.6,3,No
7993-ZSN,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.86,190.13,2,Yes
7711-KXB,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.72,886.19,3,No
1826-BBJ,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,96.72,195.15,3,No
7798-VLK,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,139.76,2226.12,3,Yes
6136-RNQ,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.3,945.82,1,No
8546-PWF,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.17,576.75,2,Yes
7287-BHG,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.81,532.42,1,Yes
7467-KTG,Female,0,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),95.14,1425.76,1,No
9643-QKK,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,126.83,501.55,2,Yes
2683-KON,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.0,475.88,1,No
3751-QBR,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,97.68,194.4,2,Yes
8663-LJP,Female,1,No,Yes,9,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.72,774.07,1,Yes
3722-HVV,Female,1,No,Yes,20,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,119.51,2396.49,4,No
4223-BVA,Male,0,No,No,35,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,86.91,3037.3,0,No
1269-YDD,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,126.4,5676.54,2,Yes
8298-EAV,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,94.39,1036.27,0,Yes
2042-AJV,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,128.71,9015.71,1,No
7603-JBP,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,117.58,821.2,4,Yes
2383-NOP,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),97.64,290.17,0,No
2674-LBD,Male,0,No,No,65,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.73,6356.65,1,No
7557-CIR,Female,1,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.79,821.22,3,Yes
8698-GDF,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,106.02,1171.33,2,No
5210-APK,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.85,2181.96,4,No
2685-DRW,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.71,2853.84,2,No
5158-ZEV,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.32,4679.57,3,Yes
3072-BLV,Female,0,No,No,9,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.63,1006.36,1,Yes
4464-TLM,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,107.14,5582.56,1,No
6877-WQE,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.88,1031.41,3,No
4836-MJO,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.31,1783.5,4,No
2041-RBW,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,125.05,1237.47,4,Yes
6738-MKD,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,107.66,860.62,0,Yes
6365-WYK,Female,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.43,559.21,2,No
8089-PJL,Male,1,No,Yes,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),82.85,1828.4,2,No
2036-IUM,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,106.2,2978.36,2,Yes
8909-FKS,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),104.6,1887.72,5,No
6710-MWH,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),75.21,2341.06,2,No
5708-BPM,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),86.78,2696.55,4,No
2256-OFH,Male,1,No,No,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.61,2387.91,5,Yes
1749-EQV,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),139.75,1110.22,1,Yes
7950-IPR,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),138.95,2074.3,1,No
2713-JAU,Male,0,Yes,No,37,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.87,2321.03,1,No
1195-KCI,Male,0,Yes,Yes,55,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.65,5979.2,4,No
2274-SJX,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,129.99,2345.76,0,Yes
5275-NDY,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,97.48,7010.72,0,No
7762-CWQ,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.5,210.96,2,Yes
6273-KRN,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,104.44,724.94,0,No
1301-FIV,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,126.05,2012.16,4,Yes
